State,Phase,Time Period,Time Period Start Date,Time Period End Date,Region,Perc of Pop with Symptoms of Depression,Perc of Pop with Symptoms of Anxiety,Perc of Pop with Symptoms of Either,Region_Northeast,Region_South,Region_West
Illinois,1.0,7,2020-06-11,2020-06-16,Midwest,24.8,31.0,34.6,0,0,0
Illinois,1.0,8,2020-06-18,2020-06-23,Midwest,23.8,30.6,34.2,0,0,0
Illinois,1.0,9,2020-06-25,2020-06-30,Midwest,28.1,33.7,39.6,0,0,0
Illinois,1.0,10,2020-07-02,2020-07-07,Midwest,27.6,35.1,39.4,0,0,0
Illinois,1.0,11,2020-07-09,2020-07-14,Midwest,23.7,28.9,34.0,0,0,0
Illinois,1.0,12,2020-07-16,2020-07-21,Midwest,29.5,38.0,43.2,0,0,0
Illinois,2.0,13,2020-08-19,2020-08-31,Midwest,23.5,33.7,38.2,0,0,0
Illinois,2.0,14,2020-09-02,2020-09-14,Midwest,24.2,32.6,37.6,0,0,0
Illinois,2.0,15,2020-09-16,2020-09-28,Midwest,23.9,30.8,36.3,0,0,0
Illinois,2.0,16,2020-09-30,2020-10-12,Midwest,24.1,32.2,36.6,0,0,0
Illinois,2.0,17,2020-10-14,2020-10-26,Midwest,24.2,30.5,34.8,0,0,0
Illinois,3.0,18,2020-10-28,2020-11-09,Midwest,28.5,36.2,41.8,0,0,0
Illinois,3.0,19,2020-11-11,2020-11-23,Midwest,30.4,37.4,42.6,0,0,0
Illinois,3.0,20,2020-11-25,2020-12-07,Midwest,30.0,37.6,43.1,0,0,0
Illinois,3.0,21,2020-12-09,2020-12-21,Midwest,25.5,35.7,39.5,0,0,0
Illinois,3.0,22,2021-01-06,2021-01-18,Midwest,26.5,35.6,40.9,0,0,0
Illinois,3.0,23,2021-01-20,2021-02-01,Midwest,27.1,32.3,38.5,0,0,0
Illinois,3.0,24,2021-02-03,2021-02-15,Midwest,27.9,30.7,37.5,0,0,0
Illinois,3.0,25,2021-02-17,2021-03-01,Midwest,27.4,34.2,38.2,0,0,0
Illinois,3.0,26,2021-03-03,2021-03-15,Midwest,27.5,30.0,35.4,0,0,0
Illinois,3.0,27,2021-03-17,2021-03-29,Midwest,25.5,31.1,36.4,0,0,0
Illinois,3.1,28,2021-04-14,2021-04-26,Midwest,18.3,25.1,29.7,0,0,0
Illinois,3.1,29,2021-04-28,2021-05-10,Midwest,21.2,26.6,29.8,0,0,0
Illinois,3.1,30,2021-05-12,2021-05-24,Midwest,21.0,24.5,29.1,0,0,0
Illinois,3.1,31,2021-05-26,2021-06-07,Midwest,21.2,25.1,28.2,0,0,0
Illinois,3.1,32,2021-06-09,2021-06-21,Midwest,22.3,22.5,29.4,0,0,0
Illinois,3.1,33,2021-06-23,2021-07-05,Midwest,16.0,21.5,24.0,0,0,0
Illinois,3.2,34,2021-07-21,2021-08-02,Midwest,20.5,26.3,29.6,0,0,0
Illinois,3.2,35,2021-08-04,2021-08-16,Midwest,20.0,23.9,28.1,0,0,0
Illinois,3.2,36,2021-08-18,2021-08-30,Midwest,20.3,24.8,28.6,0,0,0
Illinois,3.2,37,2021-09-01,2021-09-13,Midwest,21.0,28.0,31.4,0,0,0
Illinois,3.2,38,2021-09-15,2021-09-27,Midwest,20.5,25.6,29.7,0,0,0
Illinois,3.2,39,2021-09-29,2021-10-11,Midwest,20.5,26.7,31.3,0,0,0
Illinois,3.3,40,2021-12-01,2021-12-13,Midwest,18.0,23.8,27.6,0,0,0
Illinois,3.3,41,2021-12-29,2022-01-10,Midwest,19.0,25.7,29.7,0,0,0
Illinois,3.3,42,2022-01-26,2022-02-07,Midwest,23.0,27.8,32.6,0,0,0
Illinois,3.4,43,2022-03-02,2022-03-14,Midwest,22.8,27.5,32.3,0,0,0
Illinois,3.4,44,2022-03-30,2022-04-11,Midwest,23.4,27.5,31.4,0,0,0
Illinois,3.4,45,2022-04-27,2022-05-09,Midwest,18.0,26.3,29.7,0,0,0
Illinois,3.5,46,2022-06-01,2022-06-13,Midwest,17.6,28.2,30.7,0,0,0
Illinois,3.5,47,2022-06-29,2022-07-11,Midwest,24.4,27.4,32.3,0,0,0
Illinois,3.5,48,2022-07-27,2022-08-08,Midwest,23.5,26.1,31.6,0,0,0
Illinois,3.6,49,2022-09-14,2022-09-26,Midwest,22.4,30.2,33.3,0,0,0
Illinois,3.6,50,2022-10-05,2022-10-17,Midwest,18.4,25.5,28.9,0,0,0
Illinois,3.6,51,2022-11-02,2022-11-14,Midwest,21.9,30.8,35.2,0,0,0
Illinois,3.7,52,2022-12-09,2022-12-19,Midwest,21.7,26.8,29.9,0,0,0
Illinois,3.7,53,2023-01-04,2023-01-16,Midwest,18.2,26.5,28.5,0,0,0
Illinois,3.7,54,2023-02-01,2023-02-13,Midwest,20.2,24.5,28.7,0,0,0
Illinois,3.8,55,2023-03-01,2023-03-13,Midwest,20.0,27.1,31.4,0,0,0
Illinois,3.8,56,2023-03-29,2023-04-10,Midwest,19.4,28.6,32.2,0,0,0
Illinois,3.8,57,2023-04-26,2023-05-08,Midwest,23.3,29.9,33.3,0,0,0
Illinois,3.9,58,2023-06-07,2023-06-19,Midwest,18.8,23.3,29.0,0,0,0
Illinois,3.9,59,2023-06-28,2023-07-10,Midwest,22.1,27.4,33.1,0,0,0
Illinois,3.9,60,2023-07-26,2023-08-07,Midwest,20.8,27.7,31.9,0,0,0
Illinois,3.1,61,2023-08-23,2023-09-04,Midwest,17.5,20.8,26.8,0,0,0
Illinois,3.1,62,2023-09-20,2023-10-02,Midwest,20.3,27.8,33.3,0,0,0
Indiana,1.0,1,2020-04-23,2020-05-05,Midwest,26.4,31.8,37.8,0,0,0
Indiana,1.0,2,2020-05-07,2020-05-12,Midwest,19.9,31.5,34.9,0,0,0
Indiana,1.0,3,2020-05-14,2020-05-19,Midwest,24.5,32.6,37.3,0,0,0
Indiana,1.0,4,2020-05-21,2020-05-26,Midwest,24.8,30.5,35.2,0,0,0
Indiana,1.0,5,2020-05-28,2020-06-02,Midwest,25.6,31.5,36.2,0,0,0
Indiana,1.0,6,2020-06-04,2020-06-09,Midwest,22.2,28.7,32.1,0,0,0
Indiana,1.0,7,2020-06-11,2020-06-16,Midwest,26.6,33.8,39.3,0,0,0
Indiana,1.0,8,2020-06-18,2020-06-23,Midwest,23.7,30.6,35.9,0,0,0
Indiana,1.0,9,2020-06-25,2020-06-30,Midwest,26.2,34.7,38.1,0,0,0
Indiana,1.0,10,2020-07-02,2020-07-07,Midwest,27.7,34.8,39.0,0,0,0
Indiana,1.0,11,2020-07-09,2020-07-14,Midwest,29.4,36.8,40.7,0,0,0
Indiana,1.0,12,2020-07-16,2020-07-21,Midwest,32.0,36.8,42.0,0,0,0
Indiana,2.0,13,2020-08-19,2020-08-31,Midwest,25.4,32.0,38.2,0,0,0
Indiana,2.0,14,2020-09-02,2020-09-14,Midwest,20.7,30.0,33.1,0,0,0
Indiana,2.0,15,2020-09-16,2020-09-28,Midwest,24.5,31.8,36.6,0,0,0
Indiana,2.0,16,2020-09-30,2020-10-12,Midwest,23.1,30.1,34.3,0,0,0
Indiana,2.0,17,2020-10-14,2020-10-26,Midwest,27.2,35.3,38.8,0,0,0
Indiana,3.0,18,2020-10-28,2020-11-09,Midwest,29.4,35.0,40.9,0,0,0
Indiana,3.0,19,2020-11-11,2020-11-23,Midwest,27.0,34.1,39.5,0,0,0
Indiana,3.0,20,2020-11-25,2020-12-07,Midwest,30.8,37.7,43.7,0,0,0
Indiana,3.0,21,2020-12-09,2020-12-21,Midwest,27.8,34.2,40.8,0,0,0
Indiana,3.0,22,2021-01-06,2021-01-18,Midwest,26.4,32.8,38.7,0,0,0
Indiana,3.0,23,2021-01-20,2021-02-01,Midwest,28.0,36.8,42.2,0,0,0
Indiana,3.0,24,2021-02-03,2021-02-15,Midwest,25.7,32.7,37.5,0,0,0
Indiana,3.0,25,2021-02-17,2021-03-01,Midwest,26.9,33.9,38.8,0,0,0
Indiana,3.0,26,2021-03-03,2021-03-15,Midwest,24.9,29.2,32.8,0,0,0
Indiana,3.0,27,2021-03-17,2021-03-29,Midwest,24.6,28.3,32.0,0,0,0
Indiana,3.1,28,2021-04-14,2021-04-26,Midwest,22.6,29.7,33.2,0,0,0
Indiana,3.1,29,2021-04-28,2021-05-10,Midwest,20.4,24.3,27.4,0,0,0
Indiana,3.1,30,2021-05-12,2021-05-24,Midwest,21.5,24.0,27.9,0,0,0
Indiana,3.1,31,2021-05-26,2021-06-07,Midwest,21.0,24.7,29.3,0,0,0
Indiana,3.1,32,2021-06-09,2021-06-21,Midwest,20.5,24.3,30.2,0,0,0
Indiana,3.1,33,2021-06-23,2021-07-05,Midwest,21.1,24.4,28.8,0,0,0
Indiana,3.2,34,2021-07-21,2021-08-02,Midwest,23.2,25.6,31.8,0,0,0
Indiana,3.2,35,2021-08-04,2021-08-16,Midwest,18.5,22.4,28.0,0,0,0
Indiana,3.2,36,2021-08-18,2021-08-30,Midwest,21.3,27.2,31.3,0,0,0
Indiana,3.2,37,2021-09-01,2021-09-13,Midwest,21.8,26.1,30.5,0,0,0
Indiana,3.2,38,2021-09-15,2021-09-27,Midwest,20.5,27.7,31.4,0,0,0
Indiana,3.2,39,2021-09-29,2021-10-11,Midwest,20.7,23.3,28.6,0,0,0
Indiana,3.3,40,2021-12-01,2021-12-13,Midwest,21.7,24.9,30.2,0,0,0
Indiana,3.3,41,2021-12-29,2022-01-10,Midwest,24.1,27.4,32.2,0,0,0
Indiana,3.3,42,2022-01-26,2022-02-07,Midwest,20.7,25.2,29.2,0,0,0
Indiana,3.4,43,2022-03-02,2022-03-14,Midwest,20.8,26.3,29.9,0,0,0
Indiana,3.4,44,2022-03-30,2022-04-11,Midwest,21.7,25.5,28.2,0,0,0
Indiana,3.4,45,2022-04-27,2022-05-09,Midwest,21.8,24.5,28.7,0,0,0
Indiana,3.5,46,2022-06-01,2022-06-13,Midwest,22.3,30.3,34.0,0,0,0
Indiana,3.5,47,2022-06-29,2022-07-11,Midwest,24.9,34.3,38.1,0,0,0
Indiana,3.5,48,2022-07-27,2022-08-08,Midwest,18.1,27.0,30.7,0,0,0
Indiana,3.6,49,2022-09-14,2022-09-26,Midwest,26.0,34.7,38.1,0,0,0
Indiana,3.6,50,2022-10-05,2022-10-17,Midwest,29.3,34.9,40.8,0,0,0
Indiana,3.6,51,2022-11-02,2022-11-14,Midwest,24.5,30.9,36.2,0,0,0
Indiana,3.7,52,2022-12-09,2022-12-19,Midwest,24.5,30.2,36.4,0,0,0
Indiana,3.7,53,2023-01-04,2023-01-16,Midwest,21.4,26.7,31.2,0,0,0
Indiana,3.7,54,2023-02-01,2023-02-13,Midwest,22.6,29.3,32.9,0,0,0
Indiana,3.8,55,2023-03-01,2023-03-13,Midwest,22.5,28.7,33.9,0,0,0
Indiana,3.8,56,2023-03-29,2023-04-10,Midwest,22.6,29.0,33.0,0,0,0
Indiana,3.8,57,2023-04-26,2023-05-08,Midwest,23.2,27.9,33.5,0,0,0
Indiana,3.9,58,2023-06-07,2023-06-19,Midwest,24.4,29.2,34.8,0,0,0
Indiana,3.9,59,2023-06-28,2023-07-10,Midwest,21.4,28.2,32.7,0,0,0
Indiana,3.9,60,2023-07-26,2023-08-07,Midwest,20.2,30.5,33.9,0,0,0
Indiana,3.1,61,2023-08-23,2023-09-04,Midwest,20.3,26.9,30.2,0,0,0
Indiana,3.1,62,2023-09-20,2023-10-02,Midwest,22.6,26.8,32.4,0,0,0
Iowa,1.0,1,2020-04-23,2020-05-05,Midwest,16.5,22.5,28.2,0,0,0
Iowa,1.0,2,2020-05-07,2020-05-12,Midwest,18.1,20.3,26.1,0,0,0
Iowa,1.0,3,2020-05-14,2020-05-19,Midwest,18.6,19.0,23.8,0,0,0
Iowa,1.0,4,2020-05-21,2020-05-26,Midwest,17.6,20.6,25.9,0,0,0
Iowa,1.0,5,2020-05-28,2020-06-02,Midwest,22.6,27.8,32.9,0,0,0
Iowa,1.0,6,2020-06-04,2020-06-09,Midwest,25.7,31.9,34.9,0,0,0
Iowa,1.0,7,2020-06-11,2020-06-16,Midwest,22.4,26.1,31.6,0,0,0
Iowa,1.0,8,2020-06-18,2020-06-23,Midwest,26.1,32.4,37.4,0,0,0
Iowa,1.0,9,2020-06-25,2020-06-30,Midwest,23.1,31.5,34.3,0,0,0
Iowa,1.0,10,2020-07-02,2020-07-07,Midwest,17.5,29.6,31.6,0,0,0
Iowa,1.0,11,2020-07-09,2020-07-14,Midwest,17.7,25.2,28.9,0,0,0
Iowa,1.0,12,2020-07-16,2020-07-21,Midwest,25.3,31.3,37.8,0,0,0
Iowa,2.0,13,2020-08-19,2020-08-31,Midwest,20.0,28.0,33.2,0,0,0
Iowa,2.0,14,2020-09-02,2020-09-14,Midwest,22.8,26.8,32.0,0,0,0
Iowa,2.0,15,2020-09-16,2020-09-28,Midwest,25.5,27.5,34.2,0,0,0
Iowa,2.0,16,2020-09-30,2020-10-12,Midwest,19.6,26.8,29.6,0,0,0
Iowa,2.0,17,2020-10-14,2020-10-26,Midwest,22.4,29.9,33.4,0,0,0
Iowa,3.0,18,2020-10-28,2020-11-09,Midwest,29.4,41.0,44.3,0,0,0
Iowa,3.0,19,2020-11-11,2020-11-23,Midwest,25.5,32.9,39.7,0,0,0
Iowa,3.0,20,2020-11-25,2020-12-07,Midwest,24.3,31.0,36.1,0,0,0
Iowa,3.0,21,2020-12-09,2020-12-21,Midwest,29.9,34.5,39.5,0,0,0
Iowa,3.0,22,2021-01-06,2021-01-18,Midwest,28.0,31.1,36.3,0,0,0
Iowa,3.0,23,2021-01-20,2021-02-01,Midwest,25.6,31.8,38.5,0,0,0
Iowa,3.0,24,2021-02-03,2021-02-15,Midwest,25.0,30.0,35.5,0,0,0
Iowa,3.0,25,2021-02-17,2021-03-01,Midwest,25.3,29.1,34.3,0,0,0
Iowa,3.0,26,2021-03-03,2021-03-15,Midwest,24.5,27.2,33.3,0,0,0
Iowa,3.0,27,2021-03-17,2021-03-29,Midwest,21.9,25.5,30.1,0,0,0
Iowa,3.1,28,2021-04-14,2021-04-26,Midwest,23.0,24.0,29.4,0,0,0
Iowa,3.1,29,2021-04-28,2021-05-10,Midwest,19.5,25.2,27.7,0,0,0
Iowa,3.1,30,2021-05-12,2021-05-24,Midwest,19.2,23.6,26.2,0,0,0
Iowa,3.1,31,2021-05-26,2021-06-07,Midwest,19.8,23.9,27.8,0,0,0
Iowa,3.1,32,2021-06-09,2021-06-21,Midwest,22.9,28.7,32.4,0,0,0
Iowa,3.1,33,2021-06-23,2021-07-05,Midwest,15.4,22.7,25.3,0,0,0
Iowa,3.2,34,2021-07-21,2021-08-02,Midwest,19.7,24.8,26.9,0,0,0
Iowa,3.2,35,2021-08-04,2021-08-16,Midwest,17.4,23.4,27.1,0,0,0
Iowa,3.2,36,2021-08-18,2021-08-30,Midwest,20.1,24.2,28.5,0,0,0
Iowa,3.2,37,2021-09-01,2021-09-13,Midwest,20.2,25.3,28.9,0,0,0
Iowa,3.2,38,2021-09-15,2021-09-27,Midwest,18.9,24.8,30.4,0,0,0
Iowa,3.2,39,2021-09-29,2021-10-11,Midwest,19.7,23.0,27.2,0,0,0
Iowa,3.3,40,2021-12-01,2021-12-13,Midwest,20.7,26.4,29.8,0,0,0
Iowa,3.3,41,2021-12-29,2022-01-10,Midwest,19.1,24.8,28.0,0,0,0
Iowa,3.3,42,2022-01-26,2022-02-07,Midwest,15.0,21.4,24.5,0,0,0
Iowa,3.4,43,2022-03-02,2022-03-14,Midwest,21.3,23.7,28.7,0,0,0
Iowa,3.4,44,2022-03-30,2022-04-11,Midwest,20.7,23.6,28.1,0,0,0
Iowa,3.4,45,2022-04-27,2022-05-09,Midwest,19.0,24.8,28.0,0,0,0
Iowa,3.5,46,2022-06-01,2022-06-13,Midwest,25.3,30.0,34.7,0,0,0
Iowa,3.5,47,2022-06-29,2022-07-11,Midwest,19.9,24.4,26.8,0,0,0
Iowa,3.5,48,2022-07-27,2022-08-08,Midwest,19.9,24.5,28.7,0,0,0
Iowa,3.6,49,2022-09-14,2022-09-26,Midwest,21.0,24.9,31.4,0,0,0
Iowa,3.6,50,2022-10-05,2022-10-17,Midwest,22.0,28.4,31.8,0,0,0
Iowa,3.6,51,2022-11-02,2022-11-14,Midwest,24.0,27.5,33.7,0,0,0
Iowa,3.7,52,2022-12-09,2022-12-19,Midwest,21.1,28.2,32.2,0,0,0
Iowa,3.7,53,2023-01-04,2023-01-16,Midwest,19.1,23.3,27.8,0,0,0
Iowa,3.7,54,2023-02-01,2023-02-13,Midwest,18.6,25.6,29.4,0,0,0
Iowa,3.8,55,2023-03-01,2023-03-13,Midwest,24.4,27.9,32.8,0,0,0
Iowa,3.8,56,2023-03-29,2023-04-10,Midwest,21.6,28.1,33.0,0,0,0
Iowa,3.8,57,2023-04-26,2023-05-08,Midwest,18.3,24.4,27.2,0,0,0
Iowa,3.9,58,2023-06-07,2023-06-19,Midwest,21.2,26.8,31.8,0,0,0
Iowa,3.9,59,2023-06-28,2023-07-10,Midwest,21.0,29.4,32.7,0,0,0
Iowa,3.9,60,2023-07-26,2023-08-07,Midwest,20.9,25.5,30.0,0,0,0
Iowa,3.1,61,2023-08-23,2023-09-04,Midwest,20.5,26.8,31.5,0,0,0
Iowa,3.1,62,2023-09-20,2023-10-02,Midwest,21.0,25.6,30.6,0,0,0
Kansas,1.0,1,2020-04-23,2020-05-05,Midwest,22.1,26.4,32.5,0,0,0
Kansas,1.0,2,2020-05-07,2020-05-12,Midwest,16.7,25.1,28.0,0,0,0
Kansas,1.0,3,2020-05-14,2020-05-19,Midwest,21.2,26.7,31.1,0,0,0
Kansas,1.0,4,2020-05-21,2020-05-26,Midwest,25.2,30.1,33.2,0,0,0
Kansas,1.0,5,2020-05-28,2020-06-02,Midwest,23.1,28.3,32.0,0,0,0
Kansas,1.0,6,2020-06-04,2020-06-09,Midwest,28.6,29.9,36.6,0,0,0
Kansas,1.0,7,2020-06-11,2020-06-16,Midwest,24.6,30.5,37.1,0,0,0
Kansas,1.0,8,2020-06-18,2020-06-23,Midwest,24.4,29.4,32.9,0,0,0
Kansas,1.0,9,2020-06-25,2020-06-30,Midwest,20.9,28.0,31.4,0,0,0
Kansas,1.0,10,2020-07-02,2020-07-07,Midwest,21.5,32.3,35.8,0,0,0
Kansas,1.0,11,2020-07-09,2020-07-14,Midwest,24.8,28.8,35.2,0,0,0
Kansas,1.0,12,2020-07-16,2020-07-21,Midwest,30.5,34.8,39.9,0,0,0
Kansas,2.0,13,2020-08-19,2020-08-31,Midwest,24.3,32.0,35.9,0,0,0
Kansas,2.0,14,2020-09-02,2020-09-14,Midwest,19.3,28.7,32.5,0,0,0
Kansas,2.0,15,2020-09-16,2020-09-28,Midwest,22.9,30.6,35.2,0,0,0
Kansas,2.0,16,2020-09-30,2020-10-12,Midwest,22.7,32.3,36.2,0,0,0
Kansas,2.0,17,2020-10-14,2020-10-26,Midwest,26.2,34.8,39.6,0,0,0
Kansas,3.0,18,2020-10-28,2020-11-09,Midwest,30.9,40.4,43.6,0,0,0
Kansas,3.0,19,2020-11-11,2020-11-23,Midwest,26.5,34.9,40.0,0,0,0
Kansas,3.0,20,2020-11-25,2020-12-07,Midwest,27.6,31.9,36.8,0,0,0
Kansas,3.0,21,2020-12-09,2020-12-21,Midwest,30.6,35.9,41.5,0,0,0
Kansas,3.0,22,2021-01-06,2021-01-18,Midwest,25.5,33.9,38.7,0,0,0
Kansas,3.0,23,2021-01-20,2021-02-01,Midwest,24.6,32.1,36.5,0,0,0
Kansas,3.0,24,2021-02-03,2021-02-15,Midwest,24.8,29.3,34.5,0,0,0
Kansas,3.0,25,2021-02-17,2021-03-01,Midwest,22.9,27.6,31.5,0,0,0
Kansas,3.0,26,2021-03-03,2021-03-15,Midwest,27.2,29.4,37.7,0,0,0
Kansas,3.0,27,2021-03-17,2021-03-29,Midwest,23.3,27.2,32.1,0,0,0
Kansas,3.1,28,2021-04-14,2021-04-26,Midwest,20.6,24.0,28.7,0,0,0
Kansas,3.1,29,2021-04-28,2021-05-10,Midwest,21.7,25.7,29.7,0,0,0
Kansas,3.1,30,2021-05-12,2021-05-24,Midwest,16.1,21.9,25.1,0,0,0
Kansas,3.1,31,2021-05-26,2021-06-07,Midwest,18.9,21.8,25.4,0,0,0
Kansas,3.1,32,2021-06-09,2021-06-21,Midwest,19.7,19.9,25.9,0,0,0
Kansas,3.1,33,2021-06-23,2021-07-05,Midwest,16.9,23.6,27.5,0,0,0
Kansas,3.2,34,2021-07-21,2021-08-02,Midwest,19.1,26.0,28.3,0,0,0
Kansas,3.2,35,2021-08-04,2021-08-16,Midwest,18.5,23.8,28.2,0,0,0
Kansas,3.2,36,2021-08-18,2021-08-30,Midwest,19.4,25.8,29.4,0,0,0
Kansas,3.2,37,2021-09-01,2021-09-13,Midwest,23.3,30.0,33.7,0,0,0
Kansas,3.2,38,2021-09-15,2021-09-27,Midwest,25.6,31.2,35.7,0,0,0
Kansas,3.2,39,2021-09-29,2021-10-11,Midwest,18.9,26.8,29.2,0,0,0
Kansas,3.3,40,2021-12-01,2021-12-13,Midwest,21.6,24.9,31.1,0,0,0
Kansas,3.3,41,2021-12-29,2022-01-10,Midwest,20.0,25.4,28.8,0,0,0
Kansas,3.3,42,2022-01-26,2022-02-07,Midwest,21.5,25.7,29.8,0,0,0
Kansas,3.4,43,2022-03-02,2022-03-14,Midwest,21.4,27.7,31.3,0,0,0
Kansas,3.4,44,2022-03-30,2022-04-11,Midwest,22.3,28.4,32.7,0,0,0
Kansas,3.4,45,2022-04-27,2022-05-09,Midwest,18.8,26.1,27.8,0,0,0
Kansas,3.5,46,2022-06-01,2022-06-13,Midwest,17.9,24.4,28.1,0,0,0
Kansas,3.5,47,2022-06-29,2022-07-11,Midwest,20.4,25.3,29.9,0,0,0
Kansas,3.5,48,2022-07-27,2022-08-08,Midwest,22.1,28.8,32.8,0,0,0
Kansas,3.6,49,2022-09-14,2022-09-26,Midwest,25.8,31.0,37.5,0,0,0
Kansas,3.6,50,2022-10-05,2022-10-17,Midwest,23.5,31.7,36.1,0,0,0
Kansas,3.6,51,2022-11-02,2022-11-14,Midwest,25.5,29.1,35.1,0,0,0
Kansas,3.7,52,2022-12-09,2022-12-19,Midwest,22.9,28.7,32.6,0,0,0
Kansas,3.7,53,2023-01-04,2023-01-16,Midwest,22.4,28.8,32.0,0,0,0
Kansas,3.7,54,2023-02-01,2023-02-13,Midwest,21.3,26.0,30.5,0,0,0
Kansas,3.8,55,2023-03-01,2023-03-13,Midwest,21.3,23.9,30.3,0,0,0
Kansas,3.8,56,2023-03-29,2023-04-10,Midwest,22.2,29.3,33.6,0,0,0
Kansas,3.8,57,2023-04-26,2023-05-08,Midwest,21.1,27.8,31.5,0,0,0
Kansas,3.9,58,2023-06-07,2023-06-19,Midwest,20.5,26.4,31.0,0,0,0
Kansas,3.9,59,2023-06-28,2023-07-10,Midwest,21.4,29.4,33.9,0,0,0
Kansas,3.9,60,2023-07-26,2023-08-07,Midwest,20.6,25.4,31.9,0,0,0
Kansas,3.1,61,2023-08-23,2023-09-04,Midwest,19.1,23.4,27.2,0,0,0
Kansas,3.1,62,2023-09-20,2023-10-02,Midwest,21.1,26.5,32.2,0,0,0
Kentucky,1.0,1,2020-04-23,2020-05-05,South,23.2,31.6,36.4,0,1,0
Kentucky,1.0,2,2020-05-07,2020-05-12,South,25.6,29.6,37.7,0,1,0
Kentucky,1.0,3,2020-05-14,2020-05-19,South,22.8,27.7,35.5,0,1,0
Kentucky,1.0,4,2020-05-21,2020-05-26,South,23.2,30.8,34.7,0,1,0
Kentucky,1.0,5,2020-05-28,2020-06-02,South,28.5,33.3,39.0,0,1,0
Kentucky,1.0,6,2020-06-04,2020-06-09,South,25.5,33.0,37.6,0,1,0
Kentucky,1.0,7,2020-06-11,2020-06-16,South,22.6,26.6,31.9,0,1,0
Kentucky,1.0,8,2020-06-18,2020-06-23,South,29.0,33.2,38.3,0,1,0
Kentucky,1.0,9,2020-06-25,2020-06-30,South,26.4,33.9,38.5,0,1,0
Kentucky,1.0,10,2020-07-02,2020-07-07,South,27.4,36.3,39.9,0,1,0
Kentucky,1.0,11,2020-07-09,2020-07-14,South,30.7,37.8,42.2,0,1,0
Kentucky,1.0,12,2020-07-16,2020-07-21,South,30.6,35.9,41.7,0,1,0
Kentucky,2.0,13,2020-08-19,2020-08-31,South,27.9,34.6,38.7,0,1,0
Kentucky,2.0,14,2020-09-02,2020-09-14,South,30.1,34.2,40.3,0,1,0
Kentucky,2.0,15,2020-09-16,2020-09-28,South,30.7,32.4,39.8,0,1,0
Kentucky,2.0,16,2020-09-30,2020-10-12,South,31.5,37.8,42.8,0,1,0
Kentucky,2.0,17,2020-10-14,2020-10-26,South,29.5,35.3,41.9,0,1,0
Kentucky,3.0,18,2020-10-28,2020-11-09,South,27.1,37.6,40.8,0,1,0
Kentucky,3.0,19,2020-11-11,2020-11-23,South,26.5,32.4,38.9,0,1,0
Kentucky,3.0,20,2020-11-25,2020-12-07,South,33.9,40.2,45.9,0,1,0
Kentucky,3.0,21,2020-12-09,2020-12-21,South,33.4,37.9,43.9,0,1,0
Kentucky,3.0,22,2021-01-06,2021-01-18,South,29.6,35.8,40.4,0,1,0
Kentucky,3.0,23,2021-01-20,2021-02-01,South,30.5,37.6,43.6,0,1,0
Kentucky,3.0,24,2021-02-03,2021-02-15,South,28.7,30.8,39.0,0,1,0
Kentucky,3.0,25,2021-02-17,2021-03-01,South,34.0,40.1,45.9,0,1,0
Kentucky,3.0,26,2021-03-03,2021-03-15,South,30.5,33.4,39.7,0,1,0
Kentucky,3.0,27,2021-03-17,2021-03-29,South,23.4,27.9,33.5,0,1,0
Kentucky,3.1,28,2021-04-14,2021-04-26,South,28.2,29.0,34.8,0,1,0
Kentucky,3.1,29,2021-04-28,2021-05-10,South,25.3,30.8,35.2,0,1,0
Kentucky,3.1,30,2021-05-12,2021-05-24,South,20.9,27.6,31.4,0,1,0
Kentucky,3.1,31,2021-05-26,2021-06-07,South,19.5,23.0,28.4,0,1,0
Kentucky,3.1,32,2021-06-09,2021-06-21,South,22.0,30.1,33.2,0,1,0
Kentucky,3.1,33,2021-06-23,2021-07-05,South,26.2,28.6,34.3,0,1,0
Kentucky,3.2,34,2021-07-21,2021-08-02,South,24.1,27.9,33.7,0,1,0
Kentucky,3.2,35,2021-08-04,2021-08-16,South,23.9,27.9,34.6,0,1,0
Kentucky,3.2,36,2021-08-18,2021-08-30,South,23.1,31.5,33.8,0,1,0
Kentucky,3.2,37,2021-09-01,2021-09-13,South,25.4,30.7,33.0,0,1,0
Kentucky,3.2,38,2021-09-15,2021-09-27,South,18.9,26.3,29.1,0,1,0
Kentucky,3.2,39,2021-09-29,2021-10-11,South,28.6,30.9,36.2,0,1,0
Kentucky,3.3,40,2021-12-01,2021-12-13,South,28.2,33.5,36.7,0,1,0
Kentucky,3.3,41,2021-12-29,2022-01-10,South,24.8,30.3,34.2,0,1,0
Kentucky,3.3,42,2022-01-26,2022-02-07,South,24.6,29.4,33.7,0,1,0
Kentucky,3.4,43,2022-03-02,2022-03-14,South,23.1,31.5,34.8,0,1,0
Kentucky,3.4,44,2022-03-30,2022-04-11,South,30.0,32.4,37.5,0,1,0
Kentucky,3.4,45,2022-04-27,2022-05-09,South,25.0,32.8,35.8,0,1,0
Kentucky,3.5,46,2022-06-01,2022-06-13,South,30.7,38.0,42.0,0,1,0
Kentucky,3.5,47,2022-06-29,2022-07-11,South,27.2,37.6,40.4,0,1,0
Kentucky,3.5,48,2022-07-27,2022-08-08,South,23.8,27.0,31.5,0,1,0
Kentucky,3.6,49,2022-09-14,2022-09-26,South,24.9,32.1,35.9,0,1,0
